path,component_family,disposition,successor_hint,inverse_evidence,provisional_gap
./scripts/python/pylib/src/config/constants/morphism/ontology/queries/parse/input/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/queries/parse/output/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/queries/parse/output/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/queries/parse/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/effect/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/effect/provisional/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/effect/provisional/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/effect/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/format/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/frame/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/frame/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/inference/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/input/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/input/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/output/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/output/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/ontology/shapes/conformance/shapes/graph/keyword/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/attested/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/bad/signature/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/good/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/secure/shell/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/unknown/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/classification/unsigned/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/keyring/construction/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/observation/header/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/observation/verification/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/record/document/separator/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/record/field/separator/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/signature/type/absent/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/signature/type/other/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/signature/type/pretty/good/privacy/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/commit/signature/type/secure/shell/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/applied/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/applied/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/provisional/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/provisional/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/rejected/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/rejected/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/effect/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/effect/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/effect/provisional/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/effect/provisional/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/effect/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/frame/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/frame/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/input/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/input/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/output/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/output/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/extraction/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/effect/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/effect/provisional/evidence/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/effect/provisional/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/effect/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/frame/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/frame/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/input/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/input/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/output/lineage/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/output/schema/identity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/provenance/trust/manifest/render/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/anchor/document/pattern/observation/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/anchor/pattern/namespace/evidence/normalization/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/anchor/pattern/namespace/evidence/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/fragment/row/stable/uniqueness/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/fragment/row/tabular/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/namespace/declaration/encoding/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/namespace/identifier/validation/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/namespace/required/evidence/append/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/namespace/stable/uniqueness/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/property/named/individual/priority/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/source/document/fragment/parsing/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/source/document/line/filter/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/subject/block/encoding/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/subject/encounter/order/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/resource/description/framework/turtle/document/subject/aggregation/subject/property/canonical/ordering/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/cardinality/offending/path/limit/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/cardinality/one/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/cardinality/zero/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/diagnostic/input/fallback/label/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/diagnostic/json/parse/error/prefix/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/diagnostic/papers/directory/absent/prefix/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/diagnostic/yaml/parse/error/prefix/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/evidence/property/common/core/ontology/grounding/internationalized/resource/identifier/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/evidence/property/common/process/ontology/process/internationalized/resource/identifier/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/executable/find/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/executable/jq/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/executable/mkdir/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/executable/python3/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/external/executable/sort/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/frame/effect/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/frame/output/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/input/standard/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/grounding/classification/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/grounding/classification/process/parameter/compact/output/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/grounding/classification/process/parameter/filter/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/label/collection/prefix/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/label/collection/suffix/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/instance/label/entity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/paper/slug/aggregation/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/paper/slug/aggregation/process/parameter/filter/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/paper/slug/aggregation/process/parameter/slurp/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/papers/directory/presence/validation/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/papers/directory/presence/validation/process/input/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/papers/directory/presence/validation/process/parameter/argument/index/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/papers/directory/presence/validation/process/parameter/program/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/papers/directory/presence/validation/process/parameter/program/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/path/paper/slug/segment/index/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/path/paper/slug/split/limit/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/percentage/precision/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/percentage/scale/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/predicate/nonempty/whitespace/pattern/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/coverage/percentage/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/entity/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/fields/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/grounded/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/instance/label/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/instances/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/key/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/missing/paths/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/missing/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/paper/slug/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/per/slug/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/specification/path/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/total/instances/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/total/missing/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/schema/property/total/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/serialization/delimiter/line/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/serialization/delimiter/path/label/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/serialization/delimiter/record/null/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/serialization/text/empty/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/document/instance/relation/parsing/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/document/instance/relation/parsing/process/parameter/argument/index/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/document/instance/relation/parsing/process/parameter/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/document/instance/relation/parsing/process/parameter/program/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/document/instance/relation/parsing/process/parameter/program/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/canonical/order/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/canonical/order/projection/process/parameter/zero/terminated/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/input/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/parameter/name/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/parameter/name/pattern/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/parameter/print/zero/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/parameter/type/file/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/specification/source/discovery/process/parameter/type/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/stage/directory/construction/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/stage/directory/construction/process/input/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/stage/directory/construction/process/parameter/parents/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/status/invalid/input/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/completeness/validation/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/completeness/validation/process/parameter/exit/status/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/completeness/validation/process/parameter/filter/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/json/construction/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/json/construction/process/parameter/argument/index/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/json/construction/process/parameter/papers/directory/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/json/construction/process/parameter/program/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/json/construction/process/parameter/program/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/coverage/percentage/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/header/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/offending/path/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/row/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/slug/heading/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/total/instances/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/format/total/missing/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/label/missing/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/label/percentage/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/label/slug/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/label/total/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/offending/heading/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/projection/process/command/value.py,silmaril/engine/sparky-live-src,reuse,,,
./scripts/python/pylib/src/config/constants/morphism/specification/paper/atom/anchor/grounding/full/validation/summary/text/projection/process/parameter/program/option/value.py,silmaril/engine/sparky-live-src,reuse,,,
